ModelGeneID	5h-OKF6.uninfected.sc.rep1	5h-OKF6.uninfected.sc.rep2	5h-OKF6.infected-Candida.SC5314.rep1	5h-OKF6.infected-Candida.SC5314.rep2
5244.2	0.0275	0.0154	0.0362	0.0083
5139.1	0.2176	0.0000	0.2583	0.0000
5142.1	0.0893	0.0028	0.1505	0.0143
5151.3	3.5377	3.6780	4.6272	6.1632
5153.1	0.2027	0.0008	0.3274	0.0000
5150.2	4.3951	6.0343	4.8123	6.2927
5143.1	1.1131	0.0214	1.7095	0.0266
5150.1	4.3951	6.0343	4.8123	6.2927
5137.1	0.0968	0.0088	0.1491	0.0000
5144.1	0.3237	0.3354	0.5565	0.5222
5136.2	0.0041	0.0096	0.0772	0.0098
5140.2	0.0528	0.0062	0.0973	0.0000
5151.2	3.5377	3.6780	4.6272	6.1632
10846.1	0.0229	0.0010	0.0395	0.0000
5151.5	3.5377	3.6780	4.6272	6.1632
5140.1	0.0528	0.0062	0.0973	0.0000
5141.1	1.9052	0.0907	3.3367	0.0591
5138.1	0.0968	0.0695	0.1132	0.0661
5136.1	0.0041	0.0096	0.0772	0.0098
5151.4	3.5377	3.6780	4.6272	6.1632
5151.1	3.5377	3.6780	4.6272	6.1632
27115.1	0.0779	0.0041	0.0729	0.0000
50940.1	0.1194	0.0034	0.2256	0.0050
8622.1	0.7301	0.7096	0.6637	0.7199
5146.1	0.2410	0.2815	0.3276	0.1935
5152.17	0.2737	0.1029	0.3707	0.0157
5152.6	0.2737	0.1029	0.3707	0.0157
5152.11	0.2737	0.1029	0.3707	0.0157
5152.2	0.2737	0.1029	0.3707	0.0157
8654.2	0.2159	0.2922	0.2884	0.2409
5152.10	0.2737	0.1029	0.3707	0.0157
5145.1	0.4200	0.0131	0.5411	0.0084
5158.1	0.3289	0.0156	0.4904	0.0366
5149.1	0.0000	0.0000	0.0726	0.0830
5152.12	0.2737	0.1029	0.3707	0.0157
5152.15	0.2737	0.1029	0.3707	0.0157
5152.5	0.2737	0.1029	0.3707	0.0157
5152.20	0.2737	0.1029	0.3707	0.0157
5152.19	0.2737	0.1029	0.3707	0.0157
5152.16	0.2737	0.1029	0.3707	0.0157
8654.3	0.2159	0.2922	0.2884	0.2409
5152.14	0.2737	0.1029	0.3707	0.0157
5152.13	0.2737	0.1029	0.3707	0.0157
5152.7	0.2737	0.1029	0.3707	0.0157
5152.3	0.2737	0.1029	0.3707	0.0157
8654.1	0.2159	0.2922	0.2884	0.2409
5152.18	0.2737	0.1029	0.3707	0.0157
5147.1	3.6663	3.9559	3.3674	3.1382
5148.1	5.9179	0.0500	9.1109	0.1696
5152.4	0.2737	0.1029	0.3707	0.0157
5152.1	0.2737	0.1029	0.3707	0.0157
5161.1	0.0000	0.0000	0.0000	0.0000
5162.1	8.4624	10.0500	8.7819	8.5127
1737.1	9.2216	12.5777	8.1594	8.2905
5160.1	19.1777	18.0708	21.7822	19.2764
55163.1	3.6252	3.8789	2.7669	1.1840
10396.1	0.0138	0.0315	0.0339	0.0277
5105.1	0.0000	0.0000	0.0000	0.0000
5106.1	8.9699	5.9193	6.8471	4.3441
8310.1	3.3392	3.1500	2.6927	1.7669
5833.1	3.4554	2.9364	2.3034	1.0811
10400.2	12.7634	9.6499	7.8178	7.9140
10400.1	12.7634	9.6499	7.8178	7.9140
10400.3	12.7634	9.6499	7.8178	7.9140
26227.1	10.1810	4.0140	8.1012	3.6300
5730.1	0.0108	0.0743	0.0228	0.0521
27306.1	0.0000	0.0029	0.0771	0.0000
80142.4	27.5402	18.7758	23.8361	10.3992
80142.2	27.5402	18.7758	23.8361	10.3992
9536.1	5.2396	1.4296	5.5192	1.0676
80142.1	27.5402	18.7758	23.8361	10.3992
9536.2	5.2396	1.4296	5.5192	1.0676
80142.3	27.5402	18.7758	23.8361	10.3992
5740.1	0.4844	0.0033	0.6317	0.0037
114971.1	0.6669	0.5024	0.5541	0.3468
9489.1	7.3762	5.7388	6.0063	3.4780
5743.1	4.8796	23.9591	56.3193	877.2687
5742.1	1.1557	1.2529	1.6200	1.1987
6898.1	0.2761	0.0011	0.2808	0.0000
5053.1	0.0179	0.0000	0.0302	0.0000
5264.1	2.7708	2.1906	3.1272	2.2177
5728.1	1.6353	2.9551	1.6087	1.9465
8871.1	9.8836	8.3963	8.1541	7.1975
8394.1	12.7848	15.3000	13.1111	18.6531
23396.1	4.1484	3.9126	3.6044	2.1692
8395.1	0.0680	0.0111	0.1543	0.0000
55361.1	7.2312	5.0324	9.7464	7.1005
5297.1	8.2847	6.5314	7.2534	5.6696
5298.1	8.6700	7.4161	6.7278	4.8194
5291.1	2.3441	3.4606	2.2586	2.6181
5295.3	2.1584	2.4342	1.8229	1.3448
5293.1	4.2311	3.9564	4.3842	3.0272
8503.1	0.6703	0.8614	0.4317	0.1756
5296.1	0.2389	0.0350	0.3955	0.0000
5290.1	1.8268	2.8477	2.9268	3.8124
5295.1	2.1584	2.4342	1.8229	1.3448
5295.2	2.1584	2.4342	1.8229	1.3448
10870.1	0.5458	0.0099	0.4423	0.1348
5294.1	0.0304	0.0010	0.0366	0.0000
23533.1	0.2229	0.0041	0.4190	0.0000
4952.1	5.8206	6.6759	4.9163	4.6823
4952.2	5.8206	6.6759	4.9163	4.6823
23236.2	0.1175	0.0951	0.1733	0.0019
5336.1	0.6196	0.1062	0.7638	0.1324
9651.1	33.6260	36.1738	23.4714	22.8033
113026.1	6.5028	4.9523	6.3874	5.1884
89869.1	0.0076	0.0072	0.0320	0.0000
84812.1	2.5881	2.5944	1.9777	1.6477
5330.1	0.1961	0.1492	0.1107	0.0112
5335.1	21.6597	10.4690	32.4526	17.2855
51196.1	0.4306	0.5109	0.2400	0.3177
5333.1	1.2349	1.1098	1.4705	0.4884
5332.2	0.3245	0.0847	0.3615	0.0689
5331.1	36.7951	28.3638	40.2718	27.4548
5335.2	21.6597	10.4690	32.4526	17.2855
5334.1	0.0032	0.0000	0.0068	0.0155
5332.1	0.3245	0.0847	0.3615	0.0689
257068.1	0.4836	0.4141	1.0929	1.5455
23236.1	0.1175	0.0951	0.1733	0.0019
23007.1	0.1256	0.0119	0.1134	0.0000
5287.1	1.7606	1.2520	1.1231	0.1887
5286.1	4.3201	8.2992	5.3018	10.6981
5288.1	0.0043	0.0021	0.0275	0.0000
200576.2	2.7276	4.4754	2.8281	5.0438
8396.1	8.1383	8.3466	5.7004	3.2355
200576.3	2.7276	4.4754	2.8281	5.0438
79837.1	16.1018	17.3736	13.2140	15.3712
8396.2	8.1383	8.3466	5.7004	3.2355
5305.1	2.3015	3.4082	2.4616	1.6726
200576.1	2.7276	4.4754	2.8281	5.0438
5289.1	2.2936	2.6358	2.8214	4.0367
5279.1	5.4970	6.7612	4.0989	3.5105
51227.2	1.2441	1.3968	1.1018	1.4495
5283.1	2.1189	3.4143	1.2462	3.6847
5277.2	2.7550	4.5267	8.2358	13.9340
9091.1	5.0768	3.6773	3.2363	1.2359
8818.1	10.9829	7.1952	9.5876	4.9183
51227.1	1.2441	1.3968	1.1018	1.4495
9091.2	5.0768	3.6773	3.2363	1.2359
5277.3	2.7550	4.5267	8.2358	13.9340
5279.2	5.4970	6.7612	4.0989	3.5105
5277.1	2.7550	4.5267	8.2358	13.9340
8818.2	10.9829	7.1952	9.5876	4.9183
51227.3	1.2441	1.3968	1.1018	1.4495
8398.1	1.5614	0.5750	1.8373	0.4096
5320.1	0.0916	0.0000	0.0965	0.0000
8398.2	1.5614	0.5750	1.8373	0.4096
81579.1	2.8798	4.0695	2.4476	2.4812
5322.1	0.1481	0.0070	0.2288	0.0000
64600.1	0.8712	0.1125	1.4565	0.0866
100137049.1	0.3010	0.2480	0.2073	0.1022
123745.1	1.0873	10.3189	1.7133	5.3954
5319.1	0.5244	0.0000	0.4249	0.0000
26279.1	0.0192	0.0000	0.0202	0.0000
8399.1	0.4843	0.1037	1.2146	0.2961
30814.1	0.3606	0.0000	0.7598	0.0000
10654.1	14.3359	11.0208	16.0542	6.8422
117283.1	0.1003	0.0000	0.3266	0.0000
9807.2	7.5576	5.6728	5.7452	4.4688
9807.1	7.5576	5.6728	5.7452	4.4688
51447.3	14.6163	11.8331	14.9047	16.7478
51447.4	14.6163	11.8331	14.9047	16.7478
51447.6	14.6163	11.8331	14.9047	16.7478
51447.5	14.6163	11.8331	14.9047	16.7478
51447.1	14.6163	11.8331	14.9047	16.7478
51447.2	14.6163	11.8331	14.9047	16.7478
8876.1	12.0644	14.2233	19.0800	26.6873
8875.2	0.0195	0.0162	0.0412	0.0157
55350.3	0.0535	0.5005	0.3383	1.1708
55350.2	0.0535	0.5005	0.3383	1.1708
8875.1	0.0195	0.0162	0.0412	0.0157
55350.1	0.0535	0.5005	0.3383	1.1708
27068.4	7.9189	10.4373	9.1105	10.1769
27068.1	7.9189	10.4373	9.1105	10.1769
27068.3	7.9189	10.4373	9.1105	10.1769
27068.2	7.9189	10.4373	9.1105	10.1769
8612.1	10.2423	3.5554	7.2573	2.9685
8611.1	3.4085	2.9307	2.3667	3.1250
8613.1	0.5794	0.1867	0.2667	0.0860
8611.2	3.4085	2.9307	2.3667	3.1250
5498.1	2.8881	1.5759	2.7304	1.0043
8288.1	0.3516	0.0517	0.4004	0.0000
9588.1	71.3485	86.2559	63.1766	73.7213
4353.1	0.2701	0.0916	0.5536	0.0644
6820.2	5.2804	18.1648	6.2828	14.3242
5625.1	0.1818	0.1652	0.2718	0.0847
6578.1	0.4287	0.2479	0.4721	0.0117
23761.1	12.9711	10.3857	10.6337	11.9713
9791.1	23.2424	26.6259	15.6071	16.1668
81490.1	6.7698	4.2855	4.7541	3.0140
10965.1	0.3979	0.0229	0.4078	0.0173
10005.1	4.0990	2.1990	3.7708	1.5689
10005.3	4.0990	2.1990	3.7708	1.5689
10005.2	4.0990	2.1990	3.7708	1.5689
122970.1	0.1090	0.1238	0.1836	0.0700
5805.1	8.2800	11.7712	10.6535	15.6534
6303.1	147.0136	181.1255	172.0457	529.2039
112483.1	9.1009	8.1225	9.6362	8.9260
8566.1	13.4753	10.5379	16.5000	14.9212
7378.2	27.9462	40.8093	73.0200	146.1732
151531.1	0.0087	0.0021	0.1650	0.0070
7378.1	27.9462	40.8093	73.0200	146.1732
2944.1	0.3381	0.0727	0.5180	0.0493
2944.2	0.3381	0.0727	0.5180	0.0493
64080.1	0.4331	0.4738	0.6581	0.7009
5959.1	0.2071	0.1756	0.1999	0.0692
8608.1	0.2377	0.0844	0.2974	0.0954
157506.1	2.9698	4.0808	3.1690	3.6218
112724.1	1.6022	1.6648	1.5646	1.3291
145226.1	0.2294	0.5093	0.3452	0.1841
51109.1	22.4482	21.8679	21.7450	26.6299
195814.1	3.4849	4.2278	3.8197	7.5655
57665.1	8.4977	13.9742	5.4664	6.5598
50700.1	0.1415	0.0183	0.1355	0.0000
8228.1	4.3081	4.4819	4.5538	2.7493
113278.1	2.3981	1.2571	1.3535	0.7914
54981.1	2.1242	2.2977	2.6233	1.7476
6484.1	4.1847	3.7664	3.0237	1.4896
6482.1	3.9685	2.7151	2.3666	2.0682
6483.1	1.6587	1.4371	1.2075	0.3180
6482.2	3.9685	2.7151	2.3666	2.0682
10090.1	1.6300	1.2841	1.2477	1.2765
9653.1	3.1837	4.9824	2.8464	4.3875
3423.1	5.1295	7.4386	5.6309	8.4316
3423.2	5.1295	7.4386	5.6309	8.4316
9957.1	7.1952	5.0452	14.6672	18.9356
9951.1	0.0990	0.0018	0.2407	0.0000
222537.1	0.0000	0.0000	0.0000	0.0000
9956.1	7.0738	3.2500	7.8676	2.2043
9955.1	0.2546	0.0394	0.3301	0.0707
9953.1	0.2589	0.0817	0.2728	0.0924
64711.1	1.1119	0.0096	1.2778	0.0000
113189.1	3.3845	2.3570	2.3211	0.9941
50515.1	10.0575	10.5606	7.9426	7.5343
166012.1	0.0288	0.0000	0.0000	0.0000
55501.1	6.2326	5.1344	3.9702	3.1070
411.2	1.9833	3.2441	1.2746	2.3503
411.1	1.9833	3.2441	1.2746	2.3503
23563.2	0.3254	0.0018	0.4244	0.0000
9435.1	1.5278	2.2745	3.9050	7.2669
23563.1	0.3254	0.0018	0.4244	0.0000
10164.1	0.2025	0.2122	0.1219	0.0542
4166.1	0.2765	0.0108	0.4738	0.0122
8534.1	0.0962	0.0018	0.0156	0.0000
9469.1	5.5165	4.2532	4.3252	2.5516
56548.1	1.6865	1.3118	1.7529	1.0287
266722.1	0.0330	0.0031	0.0625	0.0000
9394.1	4.3306	4.6147	2.8598	1.9319
90161.2	0.4005	4.7984	0.3835	5.4394
90161.1	0.4005	4.7984	0.3835	5.4394
2799.1	12.2948	14.1427	10.7681	11.9713
10157.1	3.6214	6.9546	3.2005	7.0817
118881.1	15.2463	17.0199	13.4521	11.3083
3176.1	0.0216	0.0102	0.0114	0.0000
1757.1	0.6082	0.0262	0.5613	0.0323
81537.1	7.5375	16.4356	7.1868	22.7573
6652.1	3.1465	3.2220	1.8399	1.8311
6342.1	4.2827	8.2713	5.5950	8.7298
9056.1	0.7474	0.2267	0.9933	0.1932
10558.1	36.0857	40.4219	39.1458	46.7038
9517.1	6.7641	5.8038	7.7212	7.5456
55304.1	0.7914	0.8429	0.4900	0.6134
2098.1	15.6945	23.3536	15.0337	21.1718
8879.1	10.7848	12.4674	9.1840	11.8950
8869.1	6.2242	6.4828	9.6734	11.2081
56848.1	2.6083	1.9877	2.1385	0.5569
8877.1	21.4295	17.9721	34.3050	19.6406
130752.1	0.1076	0.0588	0.1918	0.0465
55512.1	0.2945	0.1394	0.3027	0.0519
55512.2	0.2945	0.1394	0.3027	0.0519
339221.1	0.7542	0.0017	1.1917	0.0000
55627.1	12.6850	11.5046	10.2191	7.2372
6609.1	8.6661	7.2847	6.0135	5.2052
6610.1	6.5555	4.1191	4.3344	2.1127
259230.1	3.9751	6.7712	4.5711	7.8619
115111.1	0.0944	0.2068	0.1037	0.2470
115019.2	0.3155	0.0812	0.4143	0.0587
115111.2	0.0944	0.2068	0.1037	0.2470
116369.2	0.2814	0.0151	0.3054	0.0000
284129.1	2.2309	1.0721	2.9748	0.6656
116369.1	0.2814	0.0151	0.3054	0.0000
115019.1	0.3155	0.0812	0.4143	0.0587
26266.1	1.2041	0.7911	1.1838	0.4046
6646.1	8.7955	14.5017	9.2263	15.8345
6649.1	0.7136	0.0000	0.7644	0.0000
6648.1	10.6619	8.3146	16.3331	16.2470
6647.1	58.2414	47.6564	66.6271	52.3295
6697.1	7.6687	6.1074	5.3121	2.9448
6611.1	18.5397	23.8251	29.2186	34.4069
6723.1	55.9474	69.0893	49.5065	32.0608
6713.1	69.0906	113.1595	54.0815	136.1925
2222.1	99.1754	106.8464	74.9930	88.2369
6715.1	3.9259	5.4905	5.1388	5.6158
6716.1	0.2159	0.0000	0.2333	0.0000
15.1	0.7051	0.2447	0.7923	0.3301
6532.1	0.2543	0.0174	0.4115	0.0177
6487.6	4.0027	4.0634	3.5268	2.4640
6487.11	4.0027	4.0634	3.5268	2.4640
6487.5	4.0027	4.0634	3.5268	2.4640
6487.7	4.0027	4.0634	3.5268	2.4640
6487.9	4.0027	4.0634	3.5268	2.4640
6487.1	4.0027	4.0634	3.5268	2.4640
6487.8	4.0027	4.0634	3.5268	2.4640
6487.4	4.0027	4.0634	3.5268	2.4640
6487.3	4.0027	4.0634	3.5268	2.4640
6487.10	4.0027	4.0634	3.5268	2.4640
6487.2	4.0027	4.0634	3.5268	2.4640
10402.1	0.8882	1.0297	1.2503	1.9808
10610.1	10.3347	6.1699	11.7293	4.5312
256435.1	0.0249	0.0050	0.0375	0.0000
30815.1	4.6119	2.2633	5.7929	2.4715
81849.1	1.8896	3.1148	6.2831	2.9266
6489.1	0.0693	0.0185	0.0936	0.0257
29906.1	0.1891	0.0015	0.3056	0.0196
412.1	1.4879	1.9877	1.1308	1.2448
6389.1	48.6267	40.3543	43.8392	38.1696
6392.1	5.0262	12.2377	5.7483	12.2254
6391.1	2.9153	3.2076	3.4500	2.3471
6390.1	26.7399	30.2493	26.7797	28.5420
6821.1	3.8440	2.7937	2.8041	1.3982
6533.1	11.6022	8.9873	9.1177	9.2292
5092.1	6.0594	4.8154	7.0547	3.5322
5092.2	6.0594	4.8154	7.0547	3.5322
23530.2	2.2037	5.4770	1.4665	4.1587
23530.1	2.2037	5.4770	1.4665	4.1587
79178.1	0.3379	0.4462	0.3372	0.0856
6567.1	8.5850	10.9464	7.6880	10.7622
1890.1	8.1382	12.7184	11.3653	15.8386
55217.1	0.9974	0.9489	1.0921	0.6741
7296.3	36.3411	32.6272	41.1976	40.3583
7296.1	36.3411	32.6272	41.1976	40.3583
7296.4	36.3411	32.6272	41.1976	40.3583
7296.2	36.3411	32.6272	41.1976	40.3583
80162.1	3.3663	2.7757	3.3604	1.9674
11181.1	0.2022	0.0421	0.4260	0.0065
7166.1	0.3934	0.3962	0.4530	0.1799
121278.1	0.0186	0.0018	0.0391	0.0000
6999.1	0.0244	0.0127	0.0206	0.0275
169355.1	0.0463	0.0000	0.0732	0.0000
6561.1	0.0000	0.0000	0.0123	0.0000
6916.1	0.3242	0.1234	0.2594	0.0461
7054.1	0.0476	0.0545	0.0000	0.0191
7054.3	0.0476	0.0545	0.0000	0.0191
7054.2	0.0476	0.0545	0.0000	0.0191
7306.1	0.0206	0.0619	0.0290	0.1049
10020.1	4.2667	3.2306	3.2372	2.1572
29880.1	15.0265	18.4865	11.3432	13.9242
7355.1	12.1014	12.6941	10.1978	11.1997
7358.1	6.1589	6.8890	5.9917	7.6137
23169.1	4.2852	7.8711	2.7365	5.0684
80146.1	14.3945	13.1731	13.5261	12.7086
5168.1	0.0268	0.0244	0.0403	0.0276
84912.1	5.1118	6.0395	3.0889	2.8416
3906.1	0.1032	0.0000	0.2609	0.0000
7357.1	12.8710	25.5937	23.0979	75.8908
11046.1	9.5328	10.2492	8.8603	8.6167
54576.1	0.0058	0.0027	0.0000	0.0000
54575.1	0.0000	0.0000	0.0343	0.0000
54578.1	0.0596	0.0188	0.0000	0.0199
54579.1	0.0000	0.0000	0.0000	0.0000
54600.1	0.0000	0.0000	0.0000	0.0000
54658.1	0.0107	0.0025	0.0451	0.0000
54659.1	0.0000	0.0000	0.0000	0.0000
54577.1	0.0309	0.0132	0.0390	0.0149
54657.1	0.4898	0.0048	0.4300	0.0000
7364.1	0.1367	0.0270	0.0720	0.0000
54490.1	0.0000	0.0000	0.0000	0.0000
7367.1	0.0000	0.0000	0.0000	0.0000
10720.1	0.0000	0.0025	0.0000	0.0000
7363.1	0.0620	0.0000	0.0436	0.0000
7365.1	0.0000	0.0000	0.0000	0.0000
7366.1	0.0352	0.0000	0.0247	0.0000
54963.1	30.3321	12.7560	34.2277	13.7372
7498.1	48.3436	50.7119	35.6198	39.2822
9942.1	1.0260	0.9268	1.0757	0.3789
64131.1	0.0491	0.0006	0.0739	0.0038
64132.1	12.3038	9.8076	10.4239	5.9226
51181.1	15.0332	11.1347	14.3960	6.8418
64077.1	1.3425	1.3264	1.3742	0.9962
5464.1	11.0142	15.8666	11.3186	13.7237
10724.1	23.9465	27.8550	34.0269	52.0109
1356.1	0.0670	0.0033	0.0892	0.0000
2512.1	511.0040	367.6058	1125.9621	855.3249
2495.1	33.3178	73.6551	57.1047	94.5171
94033.1	0.0586	0.0000	0.2467	0.0000
1727.1	33.9790	34.8201	32.0164	23.3460
51706.1	41.1130	70.1538	64.2359	103.7549
51700.1	1.5239	3.0922	2.1698	3.7798
10587.1	4.3920	3.0993	3.6927	1.7047
80347.1	26.0300	17.7576	19.9963	9.3801
22978.1	5.5206	6.1500	4.7111	5.4443
84618.1	0.0465	0.0000	0.3918	0.0000
51251.1	4.3397	9.7964	4.7809	11.1941
93034.1	0.0904	0.0733	0.1496	0.0259
100526794.1	0.0000	0.0000	0.0000	0.0000
3251.1	15.9584	22.3346	19.2308	23.5682
353.1	38.1120	32.4579	39.5148	30.2559
56954.1	8.8918	11.4677	10.2288	11.2170
5313.1	1.6909	0.0186	2.6509	0.0158
92086.1	1.2878	0.0190	1.5685	0.0161
728441.1	0.6741	0.0051	0.9621	0.0524
2686.1	3.4361	3.4562	3.0894	2.2564
124975.1	1.9622	1.9404	2.3499	1.6010
91227.1	1.1308	0.0050	2.5147	0.0504
5211.1	16.9106	15.3228	21.9772	12.9983
1491.1	0.5650	0.8200	0.6963	2.0792
2819.1	0.8383	0.0641	0.9782	0.0518
29926.1	7.6712	7.7785	6.4076	4.1846
29925.1	5.0885	4.2416	4.0452	1.7310
875.1	0.3375	0.0951	0.4554	0.0639
102724560.1	0.3375	0.0951	0.4554	0.0639
249.1	2.0712	0.4902	3.1194	0.1992
22934.1	9.7904	11.0942	8.2152	7.4105
51292.1	14.4732	14.0677	13.4805	11.3549
2766.1	1.0032	0.1856	1.6762	0.1296
57571.1	2.0925	0.0344	3.1652	0.0036
8833.1	10.0773	12.3998	8.6532	9.1294
11332.1	46.0059	27.2792	44.2412	23.7409
5538.1	48.2887	49.7480	44.7898	45.6160
641371.1	0.0150	0.0107	0.0000	0.0000
9374.1	1.8908	1.9081	1.4385	2.1990
55825.1	1.5772	1.2768	1.7892	0.7595
51102.1	5.5712	5.3175	4.7695	3.8183
37.1	152.5665	98.0757	183.6573	139.1588
33.1	0.0411	0.0625	0.1113	0.0189
132158.1	3.8096	2.6401	4.1389	2.4337
641649.1	2.2459	0.6426	3.1803	0.8791
93100.1	11.0669	9.2778	7.4841	5.6218
23475.1	0.2332	0.0134	0.4913	0.0000
50484.1	3.5394	6.5367	3.3521	3.9018
6240.1	39.6612	41.7892	31.7117	30.6348
6241.1	38.9084	52.2578	40.0495	57.5438
3156.1	41.5591	58.8119	37.4263	94.0951
79966.1	1.6490	2.3174	2.4381	3.4121
10588.1	0.5674	0.1977	0.6973	0.1138
84890.1	4.1297	6.0103	3.2888	4.7211
79646.1	3.9018	10.6332	5.9345	14.1114
80025.1	5.8097	4.1876	5.7555	2.8217
53354.1	0.5391	0.6723	0.4685	0.2569
55229.1	5.7918	6.3811	5.3483	5.6407
83594.1	1.8178	3.9455	1.5999	1.8861
7263.1	5.5007	4.0847	5.0665	1.1517
26275.1	1.3529	2.7908	1.4579	2.3105
29920.1	15.9620	10.7935	12.9002	5.5280
7389.1	31.7987	22.9980	27.6321	14.1208
1595.1	5.7297	8.7581	4.3520	9.1972
130367.1	1.8747	2.4795	1.0564	1.8699
10478.1	7.8003	9.6074	7.6661	7.9226
23443.1	2.2763	4.6124	2.7193	5.0373
64240.1	0.4981	0.0049	0.6122	0.0389
64241.1	0.3477	0.0000	0.3052	0.0000
284111.1	0.4097	0.0115	0.6882	0.0000
8435.1	2.7826	0.0179	4.3503	0.0000
3988.1	15.9555	29.6346	14.4771	31.4503
771.1	23.7057	23.6940	21.1972	21.9012
760.1	22.4269	21.7443	65.8405	128.1367
768.1	1.8647	0.0948	12.8245	2.2140
23632.1	1.0273	0.2288	1.4287	0.0647
765.1	0.2030	0.0000	0.5499	0.0078
759.1	0.0190	0.0060	0.0133	0.0000
762.1	0.4884	0.0075	0.5592	0.0170
766.1	2.2806	0.0229	3.1449	0.0111
767.1	0.0223	0.0011	0.0656	0.0000
377677.1	0.7542	1.0445	0.9710	1.2630
10057.1	4.4180	7.1876	3.1562	4.3763
6556.1	0.8484	0.0274	1.2186	0.0405
6568.1	0.0126	0.0000	0.0000	0.0000
7779.1	13.6862	30.3723	8.6273	23.0932
54020.1	1.7223	1.2514	1.2095	0.4759
215.1	1.0822	0.7267	0.7301	0.5856
5825.1	4.7030	7.3449	3.7786	5.2855
641372.1	0.0435	0.0000	0.1833	0.0000
9045.1	52.6158	53.8802	76.3673	55.0901
4017.1	18.5525	6.2062	32.5301	14.1263
84105.1	1.3279	1.1925	1.3307	0.4263
25830.1	0.1355	0.0021	0.1713	0.0000
84569.1	0.0227	0.0000	0.0958	0.0000
4025.1	0.5561	0.0142	0.7923	0.0000
54995.1	5.2177	5.0006	3.6423	3.2570
93492.1	0.0448	0.0080	0.0708	0.0629
1267.1	6.3214	5.7596	5.3738	2.7342
10249.1	0.0496	0.0176	0.0174	0.0066
1580.1	0.1116	0.0123	0.2821	0.0000
1555.1	0.7099	0.0170	1.1633	0.0518
1549.1	0.7971	0.0141	1.1755	0.0000
1573.1	0.3701	0.5072	0.3627	0.2694
199974.1	0.0903	0.0214	0.3531	0.0000
260293.1	0.0909	0.0215	0.1064	0.0000
29785.1	7.2893	6.6610	6.2257	8.7035
57834.1	9.7078	9.6348	10.7713	24.3948
1215.1	0.0000	0.0195	0.0579	0.0661
1357.1	0.6344	0.0000	0.7425	0.0000
1358.1	0.0704	0.0200	0.0593	0.0903
57094.1	0.9671	0.4501	1.1093	0.5606
93979.1	0.1215	0.0308	0.2377	0.0000
7177.1	0.1362	0.0000	0.2869	0.0000
64499.1	0.2962	0.0000	0.4991	0.0000
23430.1	1.0247	0.0000	1.6280	0.0135
1636.1	0.6276	0.0044	0.8361	0.0074
9365.1	0.0865	0.0000	0.0751	0.0163
9331.1	1.2272	1.8195	1.1138	0.5411
7368.1	0.2300	1.3584	0.4269	0.8088
5315.1	406.5506	376.0097	318.1342	352.8754
26063.1	6.0966	3.0370	5.7558	1.6066
1666.1	7.4560	13.5782	8.7197	16.1381
874.1	2.3777	1.0421	1.9016	0.6361
10901.1	2.1884	2.5315	2.3993	1.5682
126410.1	1.1486	0.5644	1.4560	0.0312
2053.1	0.7020	0.4752	0.7273	0.2586
8897.1	0.5743	0.5597	0.6680	0.5798
8897.3	0.5743	0.5597	0.6680	0.5798
8897.2	0.5743	0.5597	0.6680	0.5798
8898.1	6.6412	10.7425	6.5748	7.7775
2880.1	0.3342	0.0000	0.2437	0.0000
9152.1	0.0434	0.0000	0.0381	0.0087
9497.1	6.0219	15.3996	8.6946	25.6928
115584.1	1.4470	0.0196	1.8735	0.0302
6574.1	94.9988	79.9497	55.6492	87.4964
6575.1	29.2784	35.6971	32.2985	35.9023
142680.1	1.1399	0.1534	1.1301	0.1076
6534.1	0.2579	0.0222	0.2964	0.0094
3293.1	38.9174	9.0505	30.4856	10.7497
1622.1	53.3576	47.4912	65.7563	51.9432
225.1	0.0248	0.0000	0.0261	0.0000
28965.1	0.0368	0.0296	0.0000	0.0532
23205.1	0.3315	0.0933	0.4678	0.0728
26061.1	4.1141	3.2201	3.8780	2.3828
54716.1	0.2128	0.0027	0.3587	0.0000
6564.1	0.2149	0.1235	0.3363	0.0641
113235.1	0.8242	0.7631	0.3251	0.1318
1200.1	31.2501	22.2099	29.2839	21.1445
2168.1	0.1042	0.0000	0.0659	0.0000
51056.1	13.3475	27.6208	11.7608	22.1072
9390.1	0.8864	0.1454	1.0823	0.3072
5184.1	5.6401	5.1561	5.4651	3.3540
4891.1	5.1771	3.7384	5.6467	4.5441
30061.1	0.0713	0.0211	0.1002	0.0382
248.1	0.3618	0.0046	0.7416	0.0000
4524.1	1.5446	0.7442	1.5076	0.2386
65263.1	3.0465	2.1236	1.8218	0.4775
25796.1	9.2477	8.9706	9.2366	5.4559
28982.1	5.3534	7.5650	4.9322	6.8649
6120.1	5.8093	12.9912	8.3901	12.5447
6120.2	5.8093	12.9912	8.3901	12.5447
10864.1	0.2408	0.0000	0.4458	0.0000
9356.1	3.9134	0.0228	6.4875	0.0257
9376.1	0.0694	0.0021	0.1144	0.0000
348932.1	0.1335	0.0000	0.2301	0.0000
120103.1	1.3792	3.3319	1.5172	4.4979
1080.1	0.0453	0.0007	0.0891	0.0000
85320.1	0.1243	0.0303	0.1572	0.0171
222962.1	1.6918	0.0807	2.5659	0.0462
10351.1	0.0298	0.0016	0.0241	0.0000
9429.1	0.6317	0.6433	0.8388	0.7925
55867.1	1.2370	0.0035	1.8482	0.0000
360.1	84.4517	149.6353	48.1833	113.4505
