ModelGeneID,90m-HUVEC.control-Candida.SC5314.rep1,90m-HUVEC.control-Candida.SC5314.rep2,90m-HUVEC.infected-Candida.SC5314.rep1,90m-HUVEC.infected-Candida.SC5314.rep2,5h-HUVEC.control-Candida.SC5314.rep1,5h-HUVEC.control-Candida.SC5314.rep2,5h-HUVEC.infected-Candida.SC5314.rep1,5h-HUVEC.infected-Candida.SC5314.rep2,8h-HUVEC.control-Candida.SC5314.rep1,8h-HUVEC.control-Candida.SC5314.rep2,8h-HUVEC.infected-Candida.SC5314.rep1,8h-HUVEC.infected-Candida.SC5314.rep2
CAALFM_C303070WA,52.3142254,54.6695584,41.5046697,54.346158,37.9340031,60.8325306,26.2089813,49.470508,31.8139387,50.7648255,28.1132966,30.0854709
CAALFM_C303120CA,4.3368445,1.9185306,3.6440913,2.4219146,6.1335598,3.3025743,4.5103085,3.0500468,2.997401,6.9670455,3.3121235,3.2240076
CAALFM_C303140CA,7.7862165,10.6691861,10.1389871,11.1833271,14.860056,17.2371403,18.1501567,20.2162633,9.5975902,20.8805318,12.3614338,16.2005151
CAALFM_C303180CA,81.356244,95.7305238,78.9719002,80.4520489,107.5614032,113.4929683,100.2456485,102.4833531,60.5369743,115.5259736,56.9947791,65.8184497
CAALFM_C303230CA,29.1553693,24.8403242,21.3459539,21.6220399,22.0365412,15.4204522,16.9738873,16.3148321,17.918807,26.313991,16.0598716,14.8565388
CAALFM_C303250WA,9.3859667,9.3082774,16.6511282,9.8703656,10.1156034,9.1158141,24.1241735,12.1204307,32.7944212,11.9388853,48.3433564,17.4622176
CAALFM_C303360WA,70.394134,50.6991081,47.0210759,53.4482113,35.0911552,48.7777292,21.242803,42.088509,22.1453764,32.6502166,18.1976157,26.0548609
CAALFM_C303400CA,97.1754166,52.7255419,63.8953468,56.7769854,78.9923458,50.2050256,47.7798934,47.5332611,57.6615743,67.1084974,36.0301611,49.2697199
CAALFM_C303440CA,10.6687005,22.1901858,10.4050696,14.463551,60.1178181,24.6168078,67.076759,12.6806773,50.5959569,38.0731799,33.7881152,12.2186241
CAALFM_C303470WA,2.1145722,2.1254897,1.4609165,2.748509,3.5004251,3.719816,3.6851311,3.7656117,3.965886,4.410025,3.6391361,3.7767734
CAALFM_C303480CA,24.8593622,27.6395242,17.3574079,21.3624619,63.3003326,20.4798763,55.6119595,23.7821012,70.2311351,53.3970696,59.023132,66.3325279
CAALFM_C303610WA,8.8187907,13.4384836,13.9380934,13.5640609,16.9144755,19.4468203,23.3578605,23.3421506,10.7621226,22.8433542,16.2956179,18.7201751
CAALFM_C303640WA,4.9264028,2.4648243,4.3489438,2.5008114,6.2413651,5.1854944,5.3160587,3.9700515,2.8911361,11.4407421,4.2047903,5.1047362
CAALFM_C303710WA,13.1351895,12.4075464,11.2471731,10.6205551,18.4711216,2.553093,11.9051101,2.6511992,11.9100588,1.5902644,10.9358409,1.4976762
CAALFM_C303760WA,11.3473404,9.9647717,8.6372931,7.7459171,27.7926698,17.0533271,23.0604557,18.2336706,19.7703212,28.5251205,17.4929799,21.2081539
CAALFM_C303790WA,46.1172821,63.8004593,40.6122407,57.4677982,60.2734119,29.6264006,51.4545877,29.5669305,72.3829742,43.1843648,65.0047566,49.0514582
CAALFM_C303990CA,3.0821096,3.2282958,2.0368652,3.0680555,7.5363931,3.7430049,7.3860051,3.102983,16.9784136,14.0909739,9.5640899,20.5767839
CAALFM_C304000CA,2.2869208,0.267822,0.9213195,0.3940945,59.4100413,0.2111365,77.6207159,0.4511386,136.5178973,19.7758303,142.6419535,65.6625183
CAALFM_C304070CA,28.5541618,34.7125338,25.3331525,28.7402633,118.7963207,26.3505485,136.3755111,40.0207898,180.2968487,128.1746971,160.8810595,171.9342884
CAALFM_C304160WA,3.0029478,2.940868,2.5010351,2.7343089,5.7047133,4.6132285,5.1842917,5.0336318,5.4419259,7.8756753,4.0776596,3.9815395
CAALFM_C304220CA,42.1894,55.3065902,28.611534,73.4869221,38.3210608,50.1165533,29.5022503,56.8764249,62.0952792,50.5555099,45.9804937,55.6740189
CAALFM_C304320WA,91.6353102,61.7829877,93.5795656,59.2829747,50.0226497,27.247601,46.1455136,25.6680161,26.3253922,38.0410085,31.7468306,25.3906179
CAALFM_C304350CA,6.7958875,6.7142102,7.4640152,7.0981333,8.6016004,12.4837943,7.5763855,11.3721252,10.3243366,14.6640309,9.6075935,10.8751762
CAALFM_C304390WA,426.7673828,524.0445725,309.7145098,503.5555613,470.7411088,447.0452262,290.481336,452.8815254,341.6584474,425.0008905,243.9157643,374.3819092
CAALFM_C304430WA,335.7568761,229.1302765,357.4348147,257.6511366,401.0063358,43.1419734,365.1029126,61.912589,278.9883832,148.7463989,263.3704544,198.0548042
CAALFM_C304520CA,142.8312168,58.3218748,105.5384706,74.5996561,246.7959835,119.2947476,265.4359834,105.6522327,147.3465013,177.7746029,232.9046756,113.6135969
CAALFM_C304630WA,18.8519083,32.357575,12.0419337,29.1966249,67.9904893,20.0420823,47.0062774,24.3569739,72.995504,35.4172667,48.8975941,56.6768107
CAALFM_C304720CA,23.6771597,21.2785564,17.0410514,18.162193,20.7091019,25.6552256,16.6371537,19.61982,27.5871922,48.1672597,19.3652817,23.0585339
CAALFM_C304830CA,1359.4986168,914.7457159,1455.6049753,896.33153,640.6456624,494.4536209,938.6857377,402.8394629,271.1644891,546.0621605,616.7804997,345.9457865
CAALFM_C304890WA,115.5970455,186.763903,139.6594149,185.5034619,123.0386272,155.1329891,218.9287934,217.9889052,269.2528081,153.431385,330.5951564,293.6810264
CAALFM_C304910CA,415.3054582,372.1577339,411.3057861,338.1656716,626.999808,372.3091335,518.1859,327.6710903,809.718385,581.7281568,680.323947,588.2969426
CAALFM_C305070WA,12.3904013,17.1516083,10.8195331,18.9774289,18.01485,26.3573007,18.6326175,29.6758568,28.2247631,30.7661456,31.8900614,31.7850861
CAALFM_C305220WA,474.1671629,698.1753492,537.9615598,699.7806274,446.8556429,579.9207833,648.1264633,634.4908365,1215.3016227,559.4483344,1179.2493333,1039.9759034
CAALFM_C305280CA,113.7753779,135.692641,77.3602025,146.2346003,83.329882,45.3504134,58.0572205,50.5072192,55.4165712,49.6174863,54.2584551,57.7267181
CAALFM_C305300CA,9.9105328,13.0797527,6.7509242,12.0247862,14.2941305,15.0506962,9.4586277,13.6283911,18.9859591,19.1840028,10.8902275,15.3279871
CAALFM_C305580CA,4.5480244,0.519887,2.310848,0.5952095,3.9095372,0.3707954,4.8352298,0.4874744,13.3075811,3.0410303,15.539722,9.9961491
CAALFM_C305590CA,98.9430506,115.309754,77.9002141,100.6556656,133.9271739,138.4124233,107.6128955,117.6935673,114.3262576,108.1644789,91.4062571,82.0189061
CAALFM_C305600WA,4.235173,3.3265764,4.3093208,3.4956614,5.2087319,2.6809146,4.0142077,3.6370267,12.5579886,6.2966279,7.3149065,9.1170578
CAALFM_C305620WA,2.0717215,0.8095078,2.5435445,0.639493,3.3266842,1.4868205,3.2457384,1.8804236,2.6194968,4.0238286,2.4617321,3.5685426
CAALFM_C305730CA,22.0850661,52.8071179,17.7537751,49.0357632,14.8526803,36.8675307,12.1411079,34.936852,37.7565819,18.5397926,19.0279422,24.5144965
CAALFM_C305760WA,75.0662943,29.5649297,40.351712,30.1712505,46.0165027,29.3102183,32.4260243,29.4129577,91.5781498,26.2353627,44.4927388,45.118352
CAALFM_C305980CA,10.2357235,6.1408735,7.1954271,5.4260631,24.0105901,10.6668297,18.8675633,13.1995831,51.7706158,21.4723631,32.4558434,35.8819066
CAALFM_C306110CA,30.4811088,40.2140477,28.2664674,38.9172985,48.925284,65.0435512,55.0813928,53.9127867,59.696668,88.8798988,66.0160121,60.197936
CAALFM_C306180CA,2846.1287093,3977.2169574,3396.760589,3296.2408779,3503.6380175,4306.3070427,3829.0993248,4510.0277283,2271.7071043,4071.6375027,2832.4464403,4085.8981296
CAALFM_C306220CA,0.6118733,2.326415,1.0042743,2.0976997,0.7287928,2.3735063,1.1417163,1.9779826,2.7675144,1.5603684,2.5641888,1.4497896
CAALFM_C306280WA,69.2666726,61.568315,74.9039755,58.521441,67.5176736,98.7986641,54.9516955,104.3391893,53.262749,70.4037317,47.6056394,51.9677389
CAALFM_C306330WA,2812.7033002,3975.8943256,3393.2314357,3295.6870603,3473.293271,4305.7935871,3826.8395863,4508.4924256,2270.7187557,4070.7663176,2829.0650876,4083.0170203
CAALFM_C306570CA,69.2791908,70.3217755,45.71595,57.89402,63.1212423,62.5414848,31.6495831,47.0481038,29.414793,63.2098744,20.6619025,45.5939242
CAALFM_C306580WA,0.3023349,0.053415,0.1798229,0.0118409,0.1415155,0.064913,0.1602623,0.0507304,0.1489506,0.1396979,0.0315132,0.1699299
CAALFM_C306590WA,170.7689924,99.475261,97.2731823,80.8406875,97.1943286,144.8312796,52.5636972,120.5960298,40.6051917,66.3771419,23.5849057,62.7462179
CAALFM_C306750WA,299.9324855,373.8930776,164.5382758,358.981413,142.5662485,259.7899095,70.8038433,232.1488346,95.2807324,149.9325345,53.3784162,106.9654699
CAALFM_C306860CA,14.0062869,2.3637669,9.4451095,1.9101051,56.1613027,25.3532901,39.9028825,19.5100147,13.6424023,26.6286008,15.8399816,30.0912314
CAALFM_C306870WA,8681.9576043,4552.3169419,11780.6705104,3519.1691239,5810.8852804,13037.8742308,6443.7659017,11974.1027363,2094.7833232,5658.0493734,3238.5685432,5313.2207774
CAALFM_C306980WA,31.4375865,63.2889132,22.083898,56.9730175,15.0626835,39.6613586,8.9956068,33.2120456,16.0860178,19.597144,11.4302716,15.7440586
CAALFM_C307010WA,27.541329,18.7351827,25.1193584,16.9358799,22.7495335,23.6250043,20.8019472,23.5193779,17.5300028,26.9174898,18.3857807,20.7209786
CAALFM_C307130WA,88.0065236,136.5833749,56.5468589,121.6326133,62.150234,129.3744108,33.1332088,92.0139418,61.2650578,77.5383276,29.9593714,62.8218954
CAALFM_C307220CA,82.6594546,121.9450746,42.8128828,112.2599347,57.8918726,108.7893128,31.4340149,87.8587058,58.0399441,64.316671,28.4409206,52.0681936
CAALFM_C307230WA,49.5159941,56.1556578,36.9639872,51.9024059,32.6320745,51.4656136,30.1442526,45.6534723,34.8745512,44.4859915,29.0665506,38.7832321
CAALFM_C307330WA,9.2725155,8.0117945,5.4146667,7.8906991,21.205526,19.4298826,14.2396956,20.5712796,18.3078957,37.1409525,12.4251209,24.8090312
CAALFM_C307340WA,15.1354858,15.975329,10.8057913,15.2200046,18.3037423,20.715999,11.3781254,23.0565614,12.6840526,15.0085745,9.0632898,16.2247857
CAALFM_C307360WA,8.7449156,13.7934262,8.6474909,10.9149405,7.8196629,20.5550062,8.2977831,19.02238,10.0132112,9.6380628,7.3229638,7.7629171
CAALFM_C307410CA,311.7875359,334.5417343,330.9568176,371.6054261,199.1913115,263.9854258,198.8588764,248.4925592,200.3454192,157.1285602,231.6192205,167.3977369
CAALFM_C307440WA,2001.0486753,899.1662554,2336.2905384,733.0965407,2426.4141389,2293.9541402,2239.5590537,2277.9630181,803.567334,1448.4836574,1105.3582166,1381.2754823
CAALFM_C307490WA,39.4393919,57.0973412,40.6741862,47.7723869,68.3085383,80.5917577,65.9716657,79.5607203,66.1669647,81.891676,59.4236632,70.7824128
CAALFM_C307640CA,109.9025492,308.9981095,142.1058928,251.3669312,514.7749922,207.6653484,596.5527559,191.257698,350.0484092,519.9385929,515.1299135,483.3997165
CAALFM_C307810CA,628.6654611,1062.9159088,613.9645283,883.3790168,384.2605275,724.728822,348.9810069,670.5379533,239.0583853,508.0027792,326.8852472,360.2835984
CAALFM_C307830WA,55.4586567,81.5649291,56.5236905,75.3238662,1530.8898977,97.977915,2059.6490081,176.7534993,757.9314645,512.0442421,1435.9828565,1435.6077782
CAALFM_C307850WA,54.2989963,62.0483277,75.5075501,57.8339053,52.5643642,57.8894871,59.9170761,63.6275395,28.748857,72.2116949,39.7321714,47.3477794
CAALFM_C307950CA,1838.1078654,2856.727733,2592.71029,2638.3569516,1099.1603676,1487.2378734,1404.5483871,1587.0366122,691.6116948,1024.915287,1031.3069715,959.3238037
CAALFM_C400140CA,89.7212158,109.1187393,102.5319827,111.111065,70.1239722,94.4496358,105.2092157,81.1519339,44.2088885,67.2706391,70.5298569,54.9451017
CAALFM_C400160CA,40.9976675,75.9849667,41.7723067,64.4315091,1304.5534056,282.9437839,1153.4920709,308.2550307,1142.2882789,1049.2468361,1466.908009,1900.4683564
CAALFM_C400200CA,192.320793,90.6159148,117.1938373,76.1593569,264.1548354,103.708296,170.6486955,132.9848163,70.9073099,187.3841493,130.2179407,148.0252986
CAALFM_C400240CA,107.5906348,146.8226325,86.8079363,146.325124,256.0388483,103.0858009,240.825292,113.8927035,183.7347199,189.3915503,222.5118648,297.9960048
CAALFM_C400270WA,1162.5487744,1759.1823879,1571.4572969,1629.5916044,2179.1503996,1351.8148638,2492.2201836,1372.4549467,1173.0113504,2134.3407504,1731.4863523,1895.7170498
CAALFM_C400290CA,1.567337,1.3918722,1.6618862,1.3020665,1.124708,1.792973,1.1588579,1.5794036,0.6575392,1.3687166,0.8786432,0.6686251
CAALFM_C400570CA,70.2244221,70.3556859,62.9284013,69.666567,76.2787816,75.7502176,59.6498624,74.4347047,68.8246001,88.8470279,59.3226758,77.5088278
CAALFM_C400650WA,49.6712161,54.2252237,36.9992616,49.6413181,32.0549134,48.7209134,28.3003798,40.5360771,21.007086,27.7645399,19.0641931,21.0591387
CAALFM_C400680WA,27.2193004,22.4426609,21.5777443,18.7102638,41.4693263,25.7008912,26.1421642,18.6520047,27.5018383,45.4963066,20.7308171,22.9015153
CAALFM_C400890WA,132.8229065,129.3238094,147.0630743,118.6183,57.0070333,131.2602941,83.3742618,112.1624986,65.3834859,71.6714722,68.7569866,61.7760701
CAALFM_C400990WA,0.2088979,0.0858654,0.2248305,0.2553783,0.049763,0.1445663,0.0375701,0.1758048,0.098593,0,0.0738762,0.0876403
CAALFM_C401070WA,0.189936,0.0134938,0.1271961,0.0104694,0.2267884,0.1937067,0.0974188,0.087759,0.1162046,0.214097,0.0835897,0.0732459
CAALFM_C401100CA,167.6852976,269.0535591,159.9432376,287.0564891,140.2419337,137.9013655,138.7381454,131.5130887,163.9321238,236.5275571,144.1929769,297.387819
CAALFM_C401200CA,23.3800796,39.4175055,12.8536682,31.891862,49.0205458,39.3891357,27.4131764,27.3751459,25.1550341,18.3318258,10.9752751,16.8861257
CAALFM_C401510WA,46.3175216,59.0248097,30.6741385,49.679419,102.5679522,88.7476053,60.6623285,90.8536549,82.320221,102.8322064,46.843907,86.5074152
CAALFM_C401530CA,863.4466315,1041.6187263,555.0020963,1098.2902157,288.6065552,898.9343334,149.611097,783.4697184,613.3680551,325.1813175,247.6526383,512.9970473
CAALFM_C401550CA,11.6929999,6.6027972,6.4140155,6.0875381,4.0213706,10.254722,4.30047,9.9288193,81.5639473,9.1864251,21.5005409,23.9101955
CAALFM_C401750CA,2111.0280537,1135.051208,2797.1750399,965.2438568,1599.3165643,2184.5450615,1582.2249604,1973.8726374,604.2730532,940.0928127,861.1789285,1112.3560883
CAALFM_C401820CA,88.7397922,75.4257772,74.8713696,102.0800881,166.5870142,97.7997896,133.2804251,126.1299725,174.9631646,158.9819392,157.4583027,157.5045202
CAALFM_C401850CA,23.5421893,16.6338669,22.2745851,17.6137665,20.830721,11.372587,22.8522084,14.2746936,16.7398524,26.4927962,18.8282144,21.4209093
CAALFM_C401870CA,66.9254339,90.2255111,63.9962034,89.3266799,67.5417429,93.4981205,64.1879354,101.2190779,49.5807177,81.5451866,54.756505,68.3272538
CAALFM_C401880WA,65.6980338,81.0249039,58.5756558,81.5966901,75.8027653,77.8543187,62.6043574,74.3996555,50.2035638,70.5245759,56.6822906,59.3427662
CAALFM_C401900CA,386.7314762,649.0248166,649.1949937,691.8284785,939.4748634,564.0611918,1324.8247124,625.3785145,476.1153658,1185.9467299,808.0125351,1084.7856815
CAALFM_C402020WA,38.7589127,39.2085031,25.3200128,27.3773859,229.9837087,36.1485345,207.6548111,47.1326262,225.7860531,123.2825944,203.5499433,184.0182023
CAALFM_C402070WA,5.198437,7.8770845,3.8180852,5.382977,5.9769035,10.8332567,3.9894826,10.2426802,7.6919017,9.7667001,3.4493317,7.1500511
CAALFM_C402080WA,3.5269064,6.9843804,2.8184954,7.9690835,2.206435,3.7425484,1.7077615,4.3939567,3.4751842,3.5100243,3.0964871,2.1195658
CAALFM_C402280WA,126.072744,150.6331899,97.8472858,127.4449863,79.8793333,89.7237235,63.9266335,77.1147186,96.5386177,70.0446099,86.3843798,75.9453389
CAALFM_C402410CA,321.3072266,143.8704922,205.7722711,109.0799359,69.6428841,1634.4716567,36.9538514,1117.4662361,18.5534387,142.9731448,9.4382642,20.3616867
CAALFM_C402510WA,21.0248477,34.5595561,14.706763,28.9817038,41.7180765,49.1058433,23.3574422,34.0155778,36.809722,62.7767639,22.7666117,46.2166688
CAALFM_C402610CA,2.0773692,0.8422766,1.0747236,0.7297945,0.9911449,0.231865,0.4040796,0.2793007,0.353467,0.0887096,0.3619677,0.1737624
CAALFM_C402980WA,276.1266541,347.0847851,254.5935564,349.8311184,224.9571214,336.4460875,215.9756982,297.0822075,256.0118197,255.454063,267.4330229,216.9365543
CAALFM_C403180WA,236.3363285,222.1184146,215.9269902,187.2592578,115.8517205,241.8048988,116.3103984,218.0648147,139.4846938,193.1847502,145.5776919,154.018559
CAALFM_C403330WA,27.0193258,35.9198469,18.1283041,29.9663952,36.8680327,29.8645999,18.1014502,26.88277,38.7713298,25.2026907,17.1930173,21.3347693
CAALFM_C403700WA,16.3818238,18.2815848,8.5554701,15.6136398,28.1326012,35.409387,21.6768643,20.9584414,27.1662774,34.1532094,18.2219636,23.2210578
CAALFM_C403940CA,51.8362177,45.5360244,32.9774745,37.829937,34.9619511,71.5112773,31.0958408,57.2124159,63.1124271,30.9211459,38.3726094,41.0977669
CAALFM_C404150CA,892.5323093,781.4950815,596.4853487,678.7979627,440.4233471,696.3350375,248.8330536,518.4173462,193.0446234,468.6042761,151.0589261,278.6227585
CAALFM_C404230WA,15.1791196,15.1041198,8.966688,14.6902723,6.6634338,12.7889722,4.0499474,11.5339226,11.5873021,7.8240113,4.10778,6.8454808
CAALFM_C404320WA,16.4155395,15.8198586,15.0998467,12.7705751,7.8060077,11.5103613,7.9131479,10.7113094,74.4059949,18.9435202,86.8671286,21.4129223
CAALFM_C404360WA,2.1186376,1.2943374,1.5196294,1.7007267,1.3954019,1.1469457,1.2788173,0.8407869,2.1813485,1.1295861,1.666825,1.1215729
CAALFM_C404720WA,214.8181329,23.1825209,110.6242937,47.8974027,301.0721208,95.0727592,287.676659,65.8215231,109.8623511,178.0362216,205.7640799,73.0913325
CAALFM_C404840CA,10.8157408,9.4774255,6.5399297,15.2813969,5.6136303,7.7213214,5.8709755,7.2234601,1.9335889,9.0843044,3.4007334,4.4082205
CAALFM_C405130CA,1.3597566,2.5107609,0.6893328,2.1797087,17.5389459,4.1278524,13.7028657,5.4853182,10.6220356,6.7906606,8.5442776,17.4404582
CAALFM_C405140CA,96.1248231,44.539096,83.7579304,41.8982154,104.3541389,90.7174361,120.6823882,82.1312066,94.8593912,146.6592368,105.5052683,94.7507376
CAALFM_C405210WA,82.3541724,84.004729,45.8080802,86.7383304,49.1586221,58.8313512,26.9470058,55.0719046,55.5782525,49.0778889,27.7018945,44.0401912
CAALFM_C405290WA,19.9762239,31.416152,16.294474,30.4156998,25.3297714,34.4612785,18.8416628,33.6612372,27.8833334,35.6230698,19.4117804,30.1866121
CAALFM_C405300WA,19.5911551,11.9805069,16.1015491,10.6705615,41.7274039,32.3339009,37.1421664,44.278152,30.8980392,46.193688,25.3001471,67.35854
CAALFM_C405320WA,127.0318272,109.1169188,59.4982888,93.5778764,196.0739497,110.2640651,85.2018729,99.0850582,108.9970975,107.4869279,49.4185722,109.379603
CAALFM_C405430CA,41.1792195,55.301157,45.1240041,59.0428375,56.9226767,66.7623558,53.5707048,80.811254,121.0546127,70.9849076,100.28064,111.8452805
CAALFM_C405450CA,299.8742348,292.4364637,146.4091142,269.4620828,203.8149529,268.8046702,97.7555233,244.1953814,158.5099226,228.0648147,85.357259,174.1286561
CAALFM_C405540WA,16.2497343,33.2054694,16.7277142,30.2090309,12.8631605,42.438024,10.8636465,34.9903981,19.9546121,16.9797866,17.9008834,12.5773826
CAALFM_C405560CA,36.8474319,63.9582871,22.8685647,44.2678498,89.3637388,157.8881716,44.5293286,140.2385904,93.7551819,232.5677923,69.3513644,112.9625676
CAALFM_C405640CA,32.921587,38.2907417,32.2734567,42.8317941,46.3328894,45.6174086,41.8497811,40.9519958,34.0542761,53.2156579,34.0042341,30.5467996
CAALFM_C405770CA,9.0494039,20.0965878,6.9367701,17.5208218,21.4668657,146.1500028,19.6421265,92.72119,22.2691431,78.9162974,18.2554708,27.5012207
CAALFM_C405780CA,120.6363518,221.5640357,105.4492838,220.0613684,226.1574476,446.3501743,219.4442811,485.6314216,354.0530841,514.4355115,396.2963047,486.7440729
CAALFM_C405840WA,5.2066863,5.476591,5.0606308,5.2585151,3.2200363,3.2923528,3.4228815,3.2530657,2.8832572,4.1047631,2.7215649,2.6172528
CAALFM_C405980CA,16.8422964,24.9412907,14.5903113,24.4026527,10.8443115,19.4518314,11.7312083,16.3237597,24.106731,22.6553626,20.6395212,15.1422195
CAALFM_C406110CA,121.6949502,153.9168274,105.4314717,144.5925893,85.935588,106.2932549,80.9365794,97.9074352,134.990076,87.9369837,115.4835359,98.4457976
CAALFM_C406120WA,180.4340119,36.0043647,80.1813717,32.2557575,66.0742631,93.1646847,53.4765693,50.3335316,255.116374,234.751315,374.1739326,133.566733
CAALFM_C406270CA,246.7942695,155.2553949,166.3781163,148.1229035,95.3660321,125.1440727,57.7104458,122.5065407,60.9788637,101.0679598,42.1002395,67.5211929
CAALFM_C406360CA,0.6722519,0.7233804,0.7164654,0.7076627,0.7473282,0.953148,0.2683479,1.1409266,0.6139255,1.9960681,0.487077,1.3570161
CAALFM_C406390WA,14.1799208,11.3394293,8.4293189,13.3173516,50.0977588,5.8373976,27.6987202,7.4528581,4.9057647,21.8735799,8.1169258,10.0295754
CAALFM_C406570CA,905.0876109,472.9981189,1231.1262039,404.804642,394.4716255,2869.8050919,292.9966036,2207.3613415,315.263671,642.7978353,334.7478028,431.1489303
CAALFM_C406610CA,178.7343198,140.5463005,209.2034296,129.0439179,303.1956508,25.3010396,312.7725839,34.478342,186.1425567,136.0644301,233.4692755,169.2467379
CAALFM_C406760WA,249.1995556,190.3653069,207.6921989,208.3121726,156.6568151,232.8046977,157.3792836,211.5972215,344.7826819,228.507162,306.1243797,317.7875775
CAALFM_C406860CA,26.2580639,42.3272897,35.6711288,34.3285755,25.3600262,45.0871999,32.4183772,43.7747778,19.8877594,42.9268756,27.2196108,28.94067
CAALFM_C407030WA,31.9417685,25.3651181,32.8966121,23.2429083,35.6720798,29.1618817,36.9555884,25.2454299,40.8453866,30.6455619,63.2846569,22.1685704
CAALFM_C407090CA,66.7298254,92.075409,62.1755223,84.0254542,42.6551834,84.066435,40.9372742,72.1351514,35.7468753,29.0555696,39.0438392,30.2160704
CAALFM_C407110CA,1456.7368176,1512.8652931,1905.9380615,1359.4146606,942.2396096,1150.0099861,955.8413879,1114.5339547,312.2074204,966.3801139,452.5370619,574.3475176
CAALFM_C500110CA,436.5531933,667.0785115,506.2923852,673.2705182,213.0215124,444.3484893,242.1333097,436.7955624,178.1068909,253.9384316,250.2864351,216.1156057
CAALFM_C500180WA,70.6779602,35.4983162,52.4650441,38.8447499,79.4541189,58.540949,105.4205027,60.349108,98.7215925,77.9271338,121.5866289,85.9658473
CAALFM_C500190CA,1277.4090758,824.0637268,1574.400906,781.8022118,523.276602,494.1272262,867.1799426,396.3806858,318.0189666,480.667525,699.7682151,358.3483158
CAALFM_C500260WA,165.3550083,181.2859998,183.8551675,186.872415,252.0593961,169.7794536,287.4256754,170.8005385,267.3044408,216.6425263,341.3064419,240.4546704
CAALFM_C500430WA,27.5358824,5.0693106,12.8774511,6.0265702,17.1061804,0.6085998,10.5983978,0.6085686,1.9245931,1.9459198,6.6688622,0.8022888
CAALFM_C500590WA,2207.9599509,3180.0495406,1957.5617348,3057.9804105,2952.1855123,1791.1441031,2150.7898612,1449.8214089,2378.7466975,2252.6212984,2048.7524649,2404.7783905
CAALFM_C500650CA,64.6020641,100.220071,33.1546836,84.413665,30.2386325,74.7358242,13.0987358,56.8052492,39.6028548,25.6610518,16.6218192,26.0440744
CAALFM_C500660CA,699.1372158,417.8571741,357.4699107,372.2427267,97.6916107,137.1589521,44.6847944,134.4839129,117.6410783,71.3919359,49.3629735,75.5900101
CAALFM_C500700CA,33.4401346,71.6121736,23.498639,68.2996368,64.6578625,130.8156885,34.1466629,75.9279278,113.2728063,61.7078475,60.848092,83.9938649
CAALFM_C500770CA,15.893721,24.3086624,13.8199974,24.2748823,15.4850727,27.2164608,12.4110935,24.7741022,22.1376007,18.8208935,14.9486312,18.3362854
CAALFM_C500800CA,76.6864633,62.235237,84.8308042,70.3090447,267.0595232,133.9459158,266.3362936,147.7445476,284.9093591,217.1966995,336.0782441,264.6446629
CAALFM_C500870CA,0.7070084,1.3128915,0.498653,1.0186342,0.4347899,1.1736145,0.4734492,1.0071164,0.2650546,0.6250992,0.119164,0.2469886
CAALFM_C500880CA,10.576801,9.9729538,8.2274159,8.7018646,21.818451,20.3532977,11.7926345,20.1385566,39.8208253,26.5335698,18.1253118,28.8536443
CAALFM_C500890CA,42.1487651,74.3402966,44.9025051,60.0965824,101.6212378,58.3489526,76.2484023,58.8923712,132.3788812,158.6797735,116.7475875,119.0318439
CAALFM_C500900CA,37.7212971,49.6510738,30.0924203,46.8448488,79.715703,67.8447398,65.6812702,63.9155362,93.5867954,95.0022092,71.8790326,81.789944
CAALFM_C501230CA,202.7524273,224.9711396,137.0205193,185.6755781,286.5471095,349.1329136,160.6347702,306.1886219,140.1867632,330.0150848,113.7233554,231.9734701
CAALFM_C501270WA,26.4316334,39.4339482,14.7372377,36.8749755,52.4145905,70.6977761,36.9900228,52.3668709,45.2132786,102.7360852,40.5094696,65.361905
CAALFM_C501290CA,122.9730079,86.4534127,128.4136279,82.8411968,132.7489703,82.4221686,110.7762924,93.2580592,108.5292476,87.8717214,96.8541199,100.6451006
CAALFM_C501360WA,0.1650797,0.3272088,0.0994954,0.2293035,0.3915001,1.9248815,0.4364352,1.2585263,2.1391234,8.2318462,2.3865736,6.9531913
CAALFM_C501380WA,0.229353,0.4577772,0.1401016,0.2905985,0.8338107,9.0338375,0.4448199,4.1311694,2.4916336,15.6947027,2.271081,4.8836785
CAALFM_C501470CA,7.9138668,9.4411979,6.6192779,7.2109759,8.6899522,13.7700735,7.0961816,9.0354469,18.2752392,8.2333138,11.5387078,9.0786868
CAALFM_C501570CA,0.2596438,0.1618647,0.2934189,0.125586,0.3463685,0.2647983,0.2124701,0.1295646,0.1215221,0.4255002,0.2056819,0.1854286
CAALFM_C501670WA,0,0.1814632,0.6295664,0.246386,0.0438194,0.0723596,1.19098,0.0349681,0.0781354,0.0276842,0.5308278,0.2357272
CAALFM_C501760CA,41.1133327,37.3152015,26.446488,35.924488,24.3642024,34.140445,16.9935665,31.5359185,17.6767082,32.4842945,13.066414,18.9345493
CAALFM_C501800CA,69.2059746,50.3043014,63.7437542,50.7286614,134.6009254,67.4082817,118.3390962,76.6787718,193.8162257,93.5373025,198.6915333,136.400411
CAALFM_C501900CA,32.2027694,24.6149711,16.8728001,36.0740702,34.4073804,20.8543608,15.9364013,34.5144597,54.6122843,27.9254513,29.3393177,32.9784563
CAALFM_C501940WA,51.4964631,61.5644395,50.665265,60.2117761,44.1826375,61.8487551,43.3737242,53.7668148,32.531598,59.4710171,40.2872405,37.274553
