geneName	90m-OKF6.control-Candida.SC5314.rep1	90m-OKF6.control-Candida.SC5314.rep2	90m-OKF6.infected-Candida.SC5314.rep1	90m-OKF6.infected-Candida.SC5314.rep2	5h-OKF6.control-Candida.SC5314.rep1	5h-OKF6.control-Candida.SC5314.rep2	5h-OKF6.infected-Candida.SC5314.rep1	5h-OKF6.infected-Candida.SC5314.rep2	8h-OKF6.control-Candida.SC5314.rep1	8h-OKF6.control-Candida.SC5314.rep2	8h-OKF6.infected-Candida.SC5314.rep1	8h-OKF6.infected-Candida.SC5314.rep2
CAALFM_C303070WA	36.5644092	42.0464492	24.9919567	35.5692372	21.2003975	24.6129733	14.3661908	33.1740987	15.400531	30.7626817	17.1736115	20.7843707
CAALFM_C303120CA	1.6821582	1.0641513	3.0278036	0.5982066	2.7799423	3.4140472	3.6745971	1.660123	4.3264889	2.3115012	2.7628435	2.8142417
CAALFM_C303140CA	8.6505395	7.3853787	11.9505854	7.2146795	11.286454	14.0688505	16.0646714	14.5722942	12.217223	11.009703	13.9788614	12.6387589
CAALFM_C303180CA	64.7989697	67.9424098	61.5954641	62.035644	90.796711	101.846864	110.7505884	97.7839559	74.3891926	74.6457259	81.9591393	85.3525849
CAALFM_C303230CA	17.7450897	10.8810761	14.3311932	10.1739524	15.6518779	30.0929523	12.0495307	23.2590616	20.9789871	35.1540204	16.4660508	30.4940245
CAALFM_C303250WA	10.2158456	10.6790814	20.3769118	13.3246531	10.8384592	7.2424299	25.9138945	10.1690063	23.8445736	15.0322306	24.8285581	17.0528768
CAALFM_C303360WA	74.9221811	71.1011145	48.6179796	74.745394	34.6771979	68.1123889	23.9926172	73.89722	21.181433	46.9947443	22.5422407	44.7560505
CAALFM_C303400CA	60.4487693	48.5943315	44.6837615	45.8608917	63.0187253	84.503769	57.2984763	58.2310223	72.6839758	60.2994265	43.5491431	63.3436376
CAALFM_C303440CA	2.6936577	4.6135011	2.0158288	2.0482436	4.2312253	4.6086399	7.7853052	1.9612864	9.945523	9.2182878	14.9904845	4.752947
CAALFM_C303470WA	3.9456207	2.4581343	1.9674988	2.7573274	4.0162542	4.7117979	3.345562	4.3466907	6.2095918	5.7106988	4.437508	4.9043521
CAALFM_C303480CA	17.6225045	18.2068031	13.4083362	14.3985532	64.6444279	43.7267329	63.9827681	44.5239151	122.4142068	116.292474	114.2809766	131.5398994
CAALFM_C303610WA	10.1199207	9.2845568	15.01083	8.565709	13.1931477	18.092096	19.2407302	16.9953238	14.5550776	13.4636954	19.1445345	14.7081581
CAALFM_C303640WA	2.4421462	1.2612845	3.2574372	0.7545369	2.9258902	4.2183892	3.6477002	1.6292131	3.803336	2.7047037	2.817864	3.2157089
CAALFM_C303710WA	68.3166776	72.7406391	52.5815503	67.6522558	110.3894834	43.7812796	135.7690466	83.0028078	102.0897583	147.3201204	97.4535689	125.856447
CAALFM_C303760WA	8.2537189	9.8597876	7.64297	9.2503066	20.3427781	24.0157313	25.6568197	18.7363269	30.9027082	29.6751367	28.9560802	32.5929816
CAALFM_C303790WA	62.8272264	76.4928374	43.4444358	67.1445625	51.7802811	67.6583629	43.0556345	57.9900664	71.7188713	96.3909621	75.9223509	72.755229
CAALFM_C303990CA	1.0508664	0.5427618	0.9025001	0.3414408	0.9404565	0.8266002	1.2244337	0.4490643	1.6630856	1.9182169	2.3053568	1.2383559
CAALFM_C304000CA	0.2342407	0.1535885	0.7522919	0.0864763	11.3883787	0.8679763	43.9780008	0.4713079	140.0992162	50.4359462	207.4891373	74.6597143
CAALFM_C304070CA	9.2123235	16.4537573	11.3646862	16.0535957	62.7867795	30.9596685	117.1210783	16.8873826	200.0888743	89.4947589	207.6549318	130.3584583
CAALFM_C304160WA	2.9750847	2.7179236	3.1677309	2.7309914	4.9364295	5.3700674	6.6967823	4.1240749	7.9282041	5.9854448	7.533944	5.6697962
CAALFM_C304220CA	59.9120794	83.7423207	39.3091054	75.9799909	39.5130196	49.4331168	35.1515632	61.1229739	40.6574387	55.9881692	37.960525	46.107783
CAALFM_C304320WA	45.5429309	24.0101261	57.3930803	29.8520434	21.3208506	25.7129552	29.7337259	23.6488696	34.1819212	23.9905701	26.661155	28.2051953
CAALFM_C304350CA	8.4867437	8.6915773	5.1174893	5.9285362	7.1309354	11.782976	6.5753194	8.7530809	9.5718627	10.2182837	6.9192064	9.4795257
CAALFM_C304390WA	386.0927923	339.3871262	238.2367313	336.1711103	352.2163407	366.1467187	268.0603579	398.7229143	301.7940955	344.8371724	223.6598974	360.8519924
CAALFM_C304430WA	570.2653073	557.9997965	464.4026822	549.2709612	582.5073497	429.561152	765.8270506	378.5826779	706.3948001	702.0866643	683.1122123	772.2987461
CAALFM_C304520CA	141.7412499	118.0753772	126.9587348	100.2585397	197.7700108	334.1570257	176.0679095	188.752387	227.8096535	311.267928	245.2408121	287.0565989
CAALFM_C304630WA	12.57549	12.7047063	7.9550636	10.3091463	35.1234655	23.3027829	31.4086188	22.2126085	85.9464513	69.9454464	61.7327474	63.2460858
CAALFM_C304720CA	10.9736506	8.1940918	8.0325514	7.7370607	12.5620082	16.2740612	11.4389628	12.0604323	30.0741907	16.351643	28.1256594	21.3795039
CAALFM_C304830CA	1065.5847183	566.0959619	956.7304834	657.9211603	336.2076389	875.1142164	350.7025833	695.4333388	278.5813683	747.0704127	366.81084	715.2682111
CAALFM_C304890WA	37.5909633	40.1623927	22.5499321	34.9640041	43.8734151	25.2471241	40.1547111	26.8388333	75.051183	79.4673987	67.6019993	73.7566083
CAALFM_C304910CA	271.5449931	428.003036	238.5305324	305.6867101	299.4206329	474.8494446	503.6647532	289.8123723	719.8499113	671.0468799	373.5604398	777.2335064
CAALFM_C305070WA	23.2894984	28.3005566	18.9584978	25.6500497	21.0964236	20.8697838	23.1401241	31.3134287	29.686593	40.0803772	33.2068848	33.4709828
CAALFM_C305220WA	220.3900791	254.1057727	150.3271481	201.8954935	248.6114674	135.7434144	254.8363517	141.0880349	441.5883205	506.4232704	450.5458705	450.4931397
CAALFM_C305280CA	101.7971434	89.9963046	47.1953026	71.7393721	39.7850397	58.8789632	25.4307943	53.9192533	34.370034	93.2368351	25.6105129	63.1495762
CAALFM_C305300CA	9.8931184	13.5822783	4.6336539	10.478343	11.3149801	18.7491749	9.4317605	16.4679451	18.4873692	24.6692075	13.0114427	20.1724307
CAALFM_C305580CA	0.6991676	0.3054125	0.6760877	0.2745717	0.5995684	0.4878504	1.1728386	0.2663218	5.240267	3.0371542	9.5572468	2.6002334
CAALFM_C305590CA	125.356737	131.248528	81.4291719	111.1355595	79.1663299	136.5082296	65.9881901	141.5977075	97.8548264	106.1779758	81.91657	96.4602152
CAALFM_C305600WA	2.9218956	3.4673276	3.7686394	4.7816703	3.2110981	3.6182225	5.0230152	2.4988231	5.8263885	3.7126324	8.1779783	3.3886406
CAALFM_C305620WA	0.8602415	0.489552	2.1362882	0.2411822	1.2969796	1.9738388	1.6049664	0.9490807	2.7337365	1.9719164	1.937445	1.8611019
CAALFM_C305730CA	36.8205569	55.0222932	24.8044873	41.7378804	24.9534248	20.0390126	20.1053155	34.0815357	34.2660924	50.7179993	25.0351471	30.8027011
CAALFM_C305760WA	35.3976948	23.603559	20.7444651	31.4857312	29.4906307	46.2201544	24.4153718	48.4127629	93.7901721	67.744634	47.107721	67.4445752
CAALFM_C305980CA	8.2312055	9.8006874	6.2105876	10.214367	14.9608513	12.2099676	17.2108235	11.3944483	34.7184605	27.0080688	27.9752204	24.2732991
CAALFM_C306110CA	26.4175361	31.1573081	24.5978162	31.5291387	34.2915757	32.1088059	42.770189	34.8677918	48.4021029	45.4963581	54.2634927	40.5187949
CAALFM_C306180CA	2822.2266382	2691.5176084	3201.7290914	2465.8221955	3588.4259851	4093.0092788	4596.2954966	4251.1076963	2300.2262066	2817.590064	2423.7791289	2812.3516814
CAALFM_C306220CA	2.8313039	3.6298077	2.3901787	2.9069763	0.619381	1.2556084	1.2447543	3.2705768	0.6812407	0.7272472	2.0246734	0.6609647
CAALFM_C306280WA	84.6022033	77.5167	74.8962334	88.1221831	75.6677986	91.6492035	73.8317556	110.7702408	57.4401123	44.7312274	53.7279473	49.9716499
CAALFM_C306330WA	2790.9485668	2690.7711552	3199.9256507	2463.2174624	3558.3069771	4091.670774	4590.3677995	4248.6631838	2289.7465941	2816.8818217	2419.2994812	2811.8828378
CAALFM_C306570CA	65.5680874	66.8208948	35.9483368	50.2872663	54.5416527	99.760769	34.1612303	89.7357748	46.2054519	87.6649282	29.973357	67.9433922
CAALFM_C306580WA	0.1935439	0.0700161	0.3164454	0.071452	0.1476042	0.3355204	0.2674591	0.120904	0.3011776	0.2868437	0.3645249	0.1496844
CAALFM_C306590WA	140.9277842	108.6382055	56.7621623	71.5085723	209.863372	362.3757821	79.1219203	375.9044273	98.2097556	166.1406974	60.9975405	134.2490359
CAALFM_C306750WA	251.4128209	228.0977954	125.3188343	200.2032232	143.3224516	213.7069837	79.0706488	225.9254226	96.6999954	146.658123	37.3877625	122.3818344
CAALFM_C306860CA	4.9871557	2.5064978	4.412459	1.9105957	22.2194436	54.2026265	18.1160147	26.3728121	42.5681325	33.1349145	20.7846482	40.9193506
CAALFM_C306870WA	8799.7005592	6010.7239195	9241.3035937	7534.0167134	13657.595727	16774.2455967	16759.6689576	16869.4586512	4717.9180324	6888.8849038	5717.1749989	6254.8061948
CAALFM_C306980WA	34.9646009	44.8339891	24.0058901	37.1330747	14.5864716	18.8173094	11.3327214	25.9782072	21.4785232	21.2688791	14.077105	16.3907445
CAALFM_C307010WA	18.428338	17.429242	17.4015335	13.2219593	24.0354382	23.5665921	25.6627532	22.355938	26.0049515	24.5391658	25.899695	23.9509978
CAALFM_C307130WA	102.1983553	151.8764082	63.0633296	119.3820684	50.3413549	124.5566917	28.0202892	108.0742646	55.4872159	95.6734115	25.4240609	69.1940199
CAALFM_C307220CA	112.6267524	137.7036185	42.1869276	108.492482	73.1757226	143.9348733	34.0704964	136.294402	75.2914072	114.6388782	47.2729165	90.7112242
CAALFM_C307230WA	39.3166337	37.4860934	27.4859768	33.9125876	34.2315329	37.4356082	25.7064246	34.7326291	35.2821003	45.6348974	29.880259	41.1671629
CAALFM_C307330WA	6.2930493	6.8691326	5.2217203	6.3751373	20.704699	12.1731553	18.7474732	13.1826044	20.5293998	21.7073212	15.942555	23.5611539
CAALFM_C307340WA	14.0477618	21.2477195	13.2194144	17.8232102	25.8634625	16.3343379	20.3883859	21.6304861	14.1471879	14.8898837	10.8287442	13.7011463
CAALFM_C307360WA	8.8238336	6.6355272	8.5976173	7.5367632	17.0990209	22.6931793	18.8650292	27.708152	22.6674812	19.4698921	19.0910434	15.8634469
CAALFM_C307410CA	443.2518469	449.4788031	415.4483379	495.4618021	166.7093674	391.0235831	175.5904643	368.6476159	170.7961933	228.1408138	235.9141719	213.4436456
CAALFM_C307440WA	1848.9390908	1167.1754523	1833.4320806	1266.7564529	2723.2343167	2819.7175114	2693.6458667	2732.8977644	1308.132936	1347.095992	1298.3362782	1421.5128816
CAALFM_C307490WA	41.304592	45.3524662	37.3859057	36.2697545	95.6384022	76.9071047	118.2688347	80.6189335	123.4647916	83.4840179	117.0622193	92.1345549
CAALFM_C307640CA	78.8218963	91.4388608	79.9003306	75.7946226	177.9532397	87.7856533	298.919554	72.9620829	256.0387131	240.6006567	374.1772304	279.3808007
CAALFM_C307810CA	491.4517992	501.8844815	499.3720392	427.0911852	156.3106226	337.5788041	183.0378269	321.8189863	184.372827	189.5309481	230.9814399	207.5832245
CAALFM_C307830WA	19.4759455	18.4722517	22.0107761	15.9384695	298.352854	123.1680283	714.8539726	128.9416529	880.5316392	623.0764238	1050.8950282	1314.6226051
CAALFM_C307850WA	43.3032627	35.9961896	45.164296	44.8948496	39.4883577	51.5506258	47.4956582	44.9689585	37.2322924	40.9839241	48.3892392	53.5985012
CAALFM_C307950CA	1960.0317366	1726.6348735	2690.9788599	1735.1676826	1018.0350337	1173.7809231	1638.7969956	1339.2172637	766.4249169	851.1843696	1263.9473595	975.8620176
CAALFM_C400140CA	135.5901799	155.4540083	153.2857214	156.4178478	55.769941	215.1706286	82.3550032	234.6658947	82.4333581	119.8955463	138.5393969	147.8784232
CAALFM_C400160CA	62.4161905	82.1832078	48.5682074	50.5762211	232.8539056	154.4323635	360.408378	121.9040249	458.2008161	304.8027836	584.9178939	352.5399837
CAALFM_C400200CA	207.4623666	44.3515457	124.6127603	44.6378252	268.3979739	856.4606436	172.838999	483.2139033	213.0318834	677.2503861	163.447215	532.3119166
CAALFM_C400240CA	70.6939979	81.7794864	65.9101601	82.2464136	77.0681114	94.2902798	102.5209532	89.852232	150.5152627	106.3569424	131.9784442	125.8996348
CAALFM_C400270WA	1279.2704309	1307.165332	1310.3014231	1213.4920625	1405.1222936	1087.2983285	2014.6938201	1030.5943588	1176.3870699	1291.0761227	1646.3675821	1544.5385177
CAALFM_C400290CA	1.0612871	0.9669625	1.1072982	1.1450524	1.0940376	1.7310915	1.4867985	1.7496146	1.2649117	1.8168749	1.0469655	1.5313688
CAALFM_C400570CA	63.8676462	65.0308698	53.9686989	56.6764186	75.3435177	83.0178465	80.6196936	80.5338648	78.5078665	77.3884602	68.9770732	85.042509
CAALFM_C400650WA	68.2054443	71.0456266	44.4388404	64.8271895	29.1513703	88.5335912	23.9032542	106.6963675	30.2087503	57.3403859	32.88368	52.7236081
CAALFM_C400680WA	12.7705287	10.3733445	10.2854206	8.0326556	21.5584017	27.2678133	18.8858812	13.8997854	29.872493	21.6754597	31.2931715	23.7118703
CAALFM_C400890WA	144.1450168	138.4947047	124.5479905	132.0138067	76.5100369	154.9929926	85.5501874	157.6954965	80.4999338	92.7651687	93.1346198	88.660715
CAALFM_C400990WA	0.2919609	0.2133795	0.4662995	0.2931324	0.1076529	0.0629246	0.0418001	0.1529226	0.0913709	0.0413812	0.1215363	0.0431882
CAALFM_C401070WA	0.0595224	0	0.0999263	0.1500433	0.2465154	0.2076614	0.315308	0.1367331	0.4542663	0.5917809	0.3437912	0.537534
CAALFM_C401100CA	199.8984702	290.9401679	144.2701684	167.032492	75.1111475	48.5359712	63.4958189	30.6413202	68.0159348	112.4556303	52.8824941	50.1393034
CAALFM_C401200CA	46.4128336	40.0997711	15.5017087	30.2913964	63.3939277	58.2376639	31.9747554	39.6891517	78.6338679	119.5049321	31.9506718	77.4067722
CAALFM_C401510WA	42.9841135	49.1682595	22.9793325	31.7664863	105.7891088	99.3449319	70.9107661	109.0470969	91.005642	115.6587274	60.8583808	103.6872968
CAALFM_C401530CA	861.2279206	988.1537772	470.498506	1048.6081805	146.6795868	440.0444709	117.6141555	582.0033403	284.8923739	203.9810408	161.4237325	280.8994966
CAALFM_C401550CA	11.0517753	6.5035675	6.6687685	6.3714658	33.8891481	34.9791219	28.3317159	40.9455153	87.7269846	63.3828255	57.0556981	47.8280901
CAALFM_C401750CA	3177.1544135	2295.7483278	3166.9166895	2764.3072852	2296.7859142	4543.7419421	2466.7673429	4007.4450342	1543.4964675	1353.9581609	1697.4490206	1519.2553152
CAALFM_C401820CA	136.3598783	145.0566589	120.5494379	144.0785161	149.4271915	139.1035001	146.3064142	162.8830034	149.7669898	173.6355745	141.6996548	181.2295724
CAALFM_C401850CA	13.1981133	12.4889822	12.7677965	9.1900927	10.5835317	13.4613127	16.3209049	7.9245523	12.4604192	15.3040086	17.829548	14.8879407
CAALFM_C401870CA	67.59005	70.052655	61.8138672	67.733787	74.6486657	88.1477222	86.5590599	99.2746118	78.1802208	75.1324187	82.1737916	79.0437586
CAALFM_C401880WA	66.3070138	67.7863363	57.3166755	61.1543931	63.275123	74.3966653	69.7950173	72.8303683	66.3089062	72.718271	58.6286717	73.0093746
CAALFM_C401900CA	243.871984	234.4467646	257.2035605	207.5392282	499.3451098	432.2692041	860.8701492	415.202481	428.8526455	470.7084184	754.7007837	605.0584196
CAALFM_C402020WA	10.7446672	9.813458	9.8688282	5.602861	118.3561282	50.5986448	147.71127	44.4284528	330.3123062	273.009859	286.8111856	275.9440612
CAALFM_C402070WA	4.9772424	4.9285462	2.4782904	3.2109637	10.9237522	11.6431182	7.6249576	11.4107682	11.5557348	11.6409965	8.0358243	8.739253
CAALFM_C402080WA	8.2307688	5.2305145	4.1783073	6.3636627	3.4732071	5.4495394	1.8667034	7.0545875	3.847259	4.6991907	3.1111493	2.6863888
CAALFM_C402280WA	126.6803645	147.3710731	83.6575328	125.0603901	79.0401834	97.1452547	59.8582581	96.1845111	104.6267592	146.5223068	87.7236794	125.9181465
CAALFM_C402410CA	166.0325998	84.4031821	96.0644175	100.5065162	282.8252254	610.333052	113.2765306	614.7466229	53.3587078	131.3172558	18.9548503	78.7402638
CAALFM_C402510WA	16.7084791	16.7414007	9.7708869	12.2084428	14.6127401	13.5723713	10.5088249	12.106129	23.4435411	20.8945286	13.9746417	17.3795543
CAALFM_C402610CA	4.1066988	0.6522027	1.9630241	0.850739	1.7321712	8.5677875	0.491202	2.2465432	0.6948561	4.84631	0.272326	2.4967052
CAALFM_C402980WA	335.5761608	371.2197764	288.5239045	359.767776	196.2743562	350.2224067	187.08928	329.3043374	211.9245369	276.4547968	231.2044151	259.3864443
CAALFM_C403180WA	129.7843573	117.8954639	149.9415223	128.358311	73.1711728	129.0733103	80.5118724	135.1501525	93.7632588	82.1643337	80.82757	77.6116014
CAALFM_C403330WA	26.8572036	31.5211535	9.7657646	23.4229045	38.4007199	31.7201906	24.3503083	32.2936394	48.4364906	43.6680786	24.5554419	35.2964384
CAALFM_C403700WA	14.53741	15.1820862	6.2832316	13.3051033	42.1195111	55.4673616	28.793992	40.1897555	61.3702134	89.5332755	46.8833278	77.4282985
CAALFM_C403940CA	63.3433223	68.4209338	38.8586126	68.1445814	100.0443158	108.4527909	86.9008103	140.8119867	132.1289923	145.8289921	114.207748	117.013392
CAALFM_C404150CA	811.4761432	823.0472857	412.7487024	670.8160837	408.9030144	680.537626	194.3197587	577.3697356	184.5746375	370.3868192	136.8074842	259.5182746
CAALFM_C404230WA	14.5036718	15.1510255	7.5710927	11.2405046	8.2312654	11.1020667	6.1206539	9.951409	11.3594613	8.1880495	6.4803787	7.0270144
CAALFM_C404320WA	17.3568669	11.0834752	14.2491102	8.0323711	1.5686569	2.3026719	2.2702357	1.4878618	1.9420898	2.6357696	2.2891647	2.0981869
CAALFM_C404360WA	1.65758	2.6019241	1.7314872	2.1177118	1.7872835	2.0500426	2.0054686	3.2026077	2.3749815	3.836595	1.9428519	2.4969751
CAALFM_C404720WA	109.747248	51.7705565	104.1553867	45.9004269	243.7916241	322.1974146	176.533714	176.2861642	240.9885822	284.3939908	146.1893229	350.4287751
CAALFM_C404840CA	16.8248298	10.8391797	9.6371551	10.249403	10.6118529	27.0038424	3.7513008	20.8563059	2.8540889	20.6136727	2.0021826	10.9994663
CAALFM_C405130CA	0.5913941	0.9715505	0.1444121	0.6348295	8.9065193	3.7178737	8.8762456	3.8645217	19.3271213	14.4261971	13.5143745	13.6645314
CAALFM_C405140CA	29.4722465	25.9759336	25.8265581	20.540411	93.8469289	82.2726294	101.969678	51.0977429	83.8799201	87.167578	73.0738831	79.4016718
CAALFM_C405210WA	65.5215192	63.0034958	29.9034775	60.0543165	41.7886622	48.681583	21.4973326	47.0329802	60.0686183	57.6486664	32.8688831	60.965846
CAALFM_C405290WA	34.5100845	44.5095748	22.9931795	37.2393105	36.8277714	39.9037388	27.4197142	48.017493	38.6746158	46.4137496	30.9897129	34.9284601
CAALFM_C405300WA	10.4442745	10.8961664	7.5897031	9.4284026	63.5246861	46.453292	55.0189058	48.0723987	49.1521094	39.051983	39.7815361	42.09772
CAALFM_C405320WA	117.0239675	122.1413173	43.523857	85.337758	120.925873	214.202131	61.7454169	207.4956054	110.7372184	172.1874645	62.673828	184.8310517
CAALFM_C405430CA	55.5210034	78.8873483	55.4921283	71.179454	66.7008226	48.793073	85.181777	72.0642928	98.4917815	89.0563154	100.346557	85.4875653
CAALFM_C405450CA	236.0167622	240.9273355	109.7764516	232.6794011	135.8431686	198.2909546	66.0186768	224.5974796	141.7346633	171.0545762	73.720087	142.9508676
CAALFM_C405540WA	42.8779216	56.9616003	27.6392781	53.5929337	23.8878328	50.3686814	14.8730164	62.3277544	20.5561965	31.7918551	18.676861	30.8736656
CAALFM_C405560CA	12.7181045	17.0005893	8.2517955	16.9820012	29.0477987	44.7627738	22.7349154	57.6194131	33.342984	53.1793877	33.499014	60.2979555
CAALFM_C405640CA	38.4987551	38.9667993	39.8734047	36.4606708	36.6516305	54.3143561	40.94175	50.6786049	34.5816867	39.0788655	34.854775	37.6472433
CAALFM_C405770CA	8.702114	9.3577736	7.1979373	9.3722907	10.803677	7.6746594	11.4604864	8.4661263	17.4294905	10.8830453	15.1665334	8.7328973
CAALFM_C405780CA	30.9675678	42.1927828	27.0185692	33.0422816	9.9350353	65.4308262	3.3344734	25.5509733	1.5684568	5.7005249	7.6286478	0.9543996
CAALFM_C405840WA	5.0746312	4.1832206	4.2238884	3.7968927	2.8205657	4.2028303	3.053247	3.8056943	3.548084	3.4826173	3.4918953	2.8048805
CAALFM_C405980CA	15.6500336	18.4874994	15.0036018	16.469707	8.9260419	10.9653498	11.8624251	14.3454435	20.3631618	14.6241432	23.5296724	13.1426634
CAALFM_C406110CA	156.3640336	161.3057999	99.3849998	141.0947802	75.0006474	134.7128748	70.0070962	134.9186876	116.3087235	149.0569543	130.8097357	143.2693748
CAALFM_C406120WA	39.9765422	5.364609	24.6379605	2.9622401	8.2292601	58.4854636	3.741979	5.2238344	31.5342143	24.9737799	58.1131877	35.4023165
CAALFM_C406270CA	136.2146169	126.0384947	99.8941234	127.0891392	73.9852724	126.0835345	51.2626035	142.1737055	60.2053314	65.641639	41.0356535	69.30348
CAALFM_C406360CA	0.4682296	0.6493127	0.3726527	0.4785653	0.8280679	1.0198926	0.9186493	0.5678606	1.0588032	0.9246005	0.6510628	1.404748
CAALFM_C406390WA	5.9031508	6.3390313	2.097011	3.4743795	6.7935875	8.6966776	4.4983469	3.8808157	4.6713647	10.1515332	3.0588472	7.5675367
CAALFM_C406570CA	1563.6662051	1076.9266696	1586.7743101	1849.0973227	741.8125064	2423.5646838	643.8942498	2261.0972477	423.1613676	527.4557096	379.496703	440.7566886
CAALFM_C406610CA	340.6828422	330.5340981	309.9773722	328.650125	547.2647203	398.7921857	672.0807537	399.9665451	725.5335408	709.2334985	820.478479	853.7176629
CAALFM_C406760WA	154.0789585	162.6390418	145.7808428	170.1829629	192.0113163	212.5898395	174.5566925	154.8704788	151.6671159	253.0708073	160.8295318	205.7136041
CAALFM_C406860CA	24.0952348	20.1701269	30.153966	20.152072	26.2073879	31.9484401	36.6285457	34.655873	23.9942064	32.2371617	28.0501297	27.818181
CAALFM_C407030WA	73.7314653	44.2180804	64.4501489	41.891009	63.7537725	109.0268563	56.8642956	94.147264	70.1459183	142.1785801	66.5771871	108.5686658
CAALFM_C407090CA	102.3487346	104.9597682	80.2912577	111.9897737	52.2000964	95.833272	50.284847	112.7350251	51.9229396	56.2767043	59.8900783	61.4631062
CAALFM_C407110CA	1328.8813098	1368.2022002	1529.253817	1296.4625086	839.8642295	1159.9473344	972.8984407	1223.3804771	319.5257676	636.7083658	442.3429226	586.8515831
CAALFM_C500110CA	510.2208587	477.4872946	574.5843288	505.0197096	163.1131281	397.4957542	209.1380595	410.9789054	159.3141391	199.9675128	244.848032	212.8176831
CAALFM_C500180WA	45.9670493	49.8207316	55.1742188	53.1579189	93.2862123	138.0803497	102.6266768	75.8196562	119.6615102	107.7056434	164.4989375	116.0173208
CAALFM_C500190CA	982.7644901	535.0020308	959.2070557	651.8098487	310.3069028	725.7611703	360.4767828	646.1186433	299.0831929	642.7179538	394.8724413	627.8586441
CAALFM_C500260WA	272.7231135	316.3504177	279.2348792	302.5473327	209.007863	301.3572018	272.3772007	272.8370712	217.680584	315.087148	283.8692369	293.072298
CAALFM_C500430WA	52.6344747	5.1108858	29.9714569	4.8328968	30.0719531	120.9525743	14.3291126	55.1334335	18.5559124	94.0184349	7.3343781	57.2703906
CAALFM_C500590WA	2782.8066742	3145.2375869	1568.1000401	2800.7093397	1683.6926644	2041.445128	1292.3837556	1744.2355908	1776.8392835	2309.3302836	1564.158558	2421.0927608
CAALFM_C500650CA	96.4701199	110.4541304	35.244472	93.9098583	48.0303663	77.3875854	23.7981642	85.0141704	43.8353684	59.0596425	20.7188653	42.5302624
CAALFM_C500660CA	811.4090801	757.0476686	342.8413355	861.9946067	143.7921314	471.5195076	58.1341037	644.1694763	168.4392456	176.0825416	88.5746072	168.1340511
CAALFM_C500700CA	68.4375792	86.4177617	35.9136724	67.256376	54.1618272	55.0906258	40.8238488	53.9200761	92.8545408	100.3226464	55.5547402	71.753294
CAALFM_C500770CA	22.394965	26.7712713	13.1110265	23.5384926	31.4890257	41.4845314	36.5365566	61.2647515	37.8661774	70.4029395	46.2292819	71.9217612
CAALFM_C500800CA	79.2959286	77.6665055	99.1638182	88.5887814	163.1866863	114.1201638	269.5149859	121.7689064	268.8739071	167.2313036	270.1842605	205.3168532
CAALFM_C500870CA	0.6761804	0.6288014	0.9829258	0.2786316	0.8604812	0.9039738	0.5056844	0.9250037	0.4270768	0.9247503	0.2297355	0.7096968
CAALFM_C500880CA	14.6405688	13.2927163	8.6388981	9.5432211	34.1345183	16.2175403	26.2715856	20.5348105	42.3048524	38.6335787	38.5385882	42.0265835
CAALFM_C500890CA	27.8646819	45.8229259	25.6356665	45.1959775	79.7970186	27.6600695	74.9728573	38.0085488	130.2549476	146.7038688	116.6210726	146.9944333
CAALFM_C500900CA	58.6006943	66.1826592	38.5781466	62.0022785	89.5190744	99.0542521	68.454682	96.3745942	116.5727652	139.4029254	84.7943122	125.4000015
CAALFM_C501230CA	133.3062282	112.9976654	69.1230895	95.11098	128.5937636	182.6414548	85.7241994	153.1141732	78.6912391	127.0099565	54.6148866	111.0046015
CAALFM_C501270WA	20.5978536	20.4507919	13.9309828	18.8861135	23.6333826	21.7718075	18.5887997	20.3890269	35.7902031	31.7621476	26.1535822	28.6436991
CAALFM_C501290CA	97.0719312	83.0202084	112.6630261	92.4139034	113.0793092	88.5466448	207.935644	100.7517673	186.4661152	78.5480696	178.2734678	114.1132114
CAALFM_C501360WA	0.0349197	0.0423715	0.0625315	0.0617721	0.0453716	0.0348079	0.03083	0	0.012253	0.0406948	0.2241004	0.0191123
CAALFM_C501380WA	0.163904	0.1159191	0.4050389	0.0278344	0.0574999	0.8365019	0.0694599	1.0734116	0.0276059	0.1661793	0.1262243	0.100473
CAALFM_C501470CA	7.0548801	4.343849	5.6207584	3.9977987	10.7201344	5.5509142	9.5465551	5.339541	21.2094633	14.3181651	20.0039095	13.1708897
CAALFM_C501570CA	0.3844615	0.1642287	0.3134966	0.0874417	0.2007062	0.355857	0.2424533	0.215632	0.1011777	0.3420336	0.11896	0.3250293
CAALFM_C501670WA	0.0416902	0.1387522	0.8734687	0.0353994	0.0893781	0.099736	0.3533525	0.0919386	0.0702175	0.0728774	0.0882916	0.0867079
CAALFM_C501760CA	24.3681211	22.6997415	16.6628	21.0427728	22.3492378	33.299457	19.8101156	25.9893567	26.0813901	22.4057137	21.211075	20.0476539
CAALFM_C501800CA	53.580676	64.457871	49.9771316	63.263819	63.5720101	62.8326276	62.5373674	65.8853587	137.7585683	118.7948946	127.3132618	120.8230416
CAALFM_C501900CA	30.0136849	22.4937963	17.7836504	21.8620021	16.9178799	16.425345	16.106984	18.3611681	32.5237487	24.3684294	15.2251226	23.432776
CAALFM_C501940WA	57.067497	53.2234104	51.3763814	49.5081424	44.2261812	51.4740508	44.8046386	50.8833746	43.6750209	49.5842615	50.7381076	47.1633385
